"CountryCode","SeriesCode","DESCRIPTION",
"PSE","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.0014.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.1564.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.65UP.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.GROW","Data sources: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.POP.TOTL","Data sources : World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PYF","IT.CEL.SETS.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.MLT.MAIN.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.BBND.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"QAT","IT.CEL.SETS.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.MLT.MAIN.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.BBND.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ROU","IT.CEL.SETS.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.MLT.MAIN.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.BBND.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.USER.ZS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data sources : Eurostat, National Institute of Statistics",
"ROU","SP.POP.GROW","Data sources : Eurostat",
"ROU","SP.POP.TOTL","Data sources : Eurostat",
"RUS","IT.CEL.SETS.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.MLT.MAIN.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.BBND.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.TFRT.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
"RUS","SP.POP.GROW","Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
"RUS","SP.POP.TOTL","Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
"RWA","IT.CEL.SETS.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.MLT.MAIN.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.BBND.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SAU","IT.CEL.SETS.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.MLT.MAIN.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.NET.BBND.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SAU","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SDN","IT.CEL.SETS.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.MLT.MAIN.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.BBND.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.USER.ZS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","SE.ADT.1524.LT.FE.ZS","Excludes South Sudan",
"SDN","SE.ADT.1524.LT.MA.ZS","Excludes South Sudan",
"SDN","SE.ADT.1524.LT.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.FE.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.MA.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.ZS","Excludes South Sudan",
"SDN","SE.ENR.SECO.FM.ZS","Excludes South Sudan",
"SDN","SE.ENR.TERT.FM.ZS","Excludes South Sudan",
"SDN","SE.PRM.CMPT.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.CMPT.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.CMPT.ZS","Excludes South Sudan",
"SDN","SE.PRM.ENRR","Excludes South Sudan",
"SDN","SE.PRM.ENRR.FE","Excludes South Sudan",
"SDN","SE.PRM.ENRR.MA","Excludes South Sudan",
"SDN","SE.SEC.ENRR","Excludes South Sudan",
"SDN","SE.SEC.ENRR.FE","Excludes South Sudan",
"SDN","SE.SEC.ENRR.MA","Excludes South Sudan",
"SDN","SE.TER.ENRR","Excludes South Sudan",
"SDN","SE.TER.ENRR.FE","Excludes South Sudan",
"SDN","SE.TER.ENRR.MA","Excludes South Sudan",
"SDN","SE.XPD.TOTL.GD.ZS","Excludes South Sudan",
"SDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.GROW","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","IT.CEL.SETS.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.MLT.MAIN.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.BBND.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.USER.ZS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SGP","IT.CEL.SETS.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.MLT.MAIN.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.NET.BBND.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.NET.USER.ZS","Infocomm Development Authority of Singapore (IDA).",
"SGP","SP.DYN.LE00.FE.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.MA.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.TFRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.POP.GROW","Data sources: Department of Statistics Singapore",
"SGP","SP.POP.TOTL","Data sources : Department of Statistics Singapore",
"SLB","IT.CEL.SETS.P2","Solomon Telekom Company Ltd..",
"SLB","IT.MLT.MAIN.P2","Solomon Telekom Company Ltd..",
"SLB","IT.NET.BBND.P2","Solomon Telekom Company Ltd..",
"SLB","IT.NET.USER.ZS","Solomon Telekom Company Ltd..",
"SLB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SLB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SLE","IT.CEL.SETS.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.MLT.MAIN.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.NET.BBND.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.NET.USER.ZS","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SLE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SLV","IT.CEL.SETS.P2","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","IT.MLT.MAIN.P2","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","IT.NET.BBND.P2","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","IT.NET.USER.ZS","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SLV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SMR","IT.CEL.SETS.P2","Direzione Generale Poste e Telecomunicazioni.",
"SMR","IT.MLT.MAIN.P2","Direzione Generale Poste e Telecomunicazioni.",
"SMR","IT.NET.BBND.P2","Direzione Generale Poste e Telecomunicazioni.",
"SMR","IT.NET.USER.ZS","Direzione Generale Poste e Telecomunicazioni.",
"SMR","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SMR","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"SMR","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"SMR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"SMR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SOM","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications.",
"SOM","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications.",
"SOM","IT.NET.BBND.P2","Ministry of Posts and Telecommunications.",
"SOM","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"SOM","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SOM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SOM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SRB","IT.CEL.SETS.P2","Ratel, Republic Telecommunication Agency.",
"SRB","IT.MLT.MAIN.P2","Ratel, Republic Telecommunication Agency.",
"SRB","IT.NET.BBND.P2","Ratel, Republic Telecommunication Agency.",
"SRB","IT.NET.USER.ZS","Ratel, Republic Telecommunication Agency.",
"SRB","SP.ADO.TFRT","Including Kosovo.",
"SRB","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.TO.ZS","Including Kosovo.",
"SRB","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO.ZS","Including Kosovo.",
"SRB","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.TO.ZS","Including Kosovo.",
"SRB","SP.POP.DPND","Including Kosovo.",
"SRB","SP.POP.GROW","Data sources: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Excluding Kosovo for all years 1950-2011",
"SRB","SP.POP.TOTL","Data sources : Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note : Excluding Kosovo.",
"SSD","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SSD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SSD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"STP","IT.CEL.SETS.P2","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação",
"STP","IT.MLT.MAIN.P2","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação",
"STP","IT.NET.BBND.P2","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação",
"STP","IT.NET.USER.ZS","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação",
"STP","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"STP","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"STP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SUR","IT.CEL.SETS.P2","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS).",
"SUR","IT.MLT.MAIN.P2","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS).",
"SUR","IT.NET.BBND.P2","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS).",
"SUR","IT.NET.USER.ZS","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS).",
"SUR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SUR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SVK","IT.CEL.SETS.P2","Ministry of Transport, Posts and Telecommunications.",
"SVK","IT.MLT.MAIN.P2","Ministry of Transport, Posts and Telecommunications.",
"SVK","IT.NET.BBND.P2","Ministry of Transport, Posts and Telecommunications.",
"SVK","IT.NET.USER.ZS","Ministry of Transport, Posts and Telecommunications.",
"SVK","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.TFRT.IN","Data sources : Eurostat",
"SVK","SP.POP.GROW","Data sources : Eurostat",
"SVK","SP.POP.TOTL","Data sources : Eurostat",
"SVN","IT.CEL.SETS.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia.",
"SVN","IT.MLT.MAIN.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia.",
"SVN","IT.NET.BBND.P2","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia.",
"SVN","IT.NET.USER.ZS","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia.",
"SVN","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"SVN","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"SVN","SP.DYN.TFRT.IN","Data sources : Eurostat, United Nations World Population Prospects",
"SVN","SP.POP.GROW","Data sources : Eurostat",
"SVN","SP.POP.TOTL","Data sources : Eurostat",
"SWE","IT.CEL.SETS.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency.",
"SWE","IT.MLT.MAIN.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency.",
"SWE","IT.NET.BBND.P2","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency.",
"SWE","IT.NET.USER.ZS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency.",
"SWE","SP.DYN.LE00.FE.IN","Data sources : Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.LE00.MA.IN","Data sources : Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Sweden",
"SWE","SP.POP.GROW","Data sources : Eurostat",
"SWE","SP.POP.TOTL","Data sources : Eurostat",
"SWZ","IT.CEL.SETS.P2","Eswatini Posts and Telecommunications Corporation (STPC).",
"SWZ","IT.MLT.MAIN.P2","Eswatini Posts and Telecommunications Corporation (STPC).",
"SWZ","IT.NET.BBND.P2","Eswatini Posts and Telecommunications Corporation (STPC).",
"SWZ","IT.NET.USER.ZS","Eswatini Posts and Telecommunications Corporation (STPC).",
"SWZ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SWZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SXM","SP.DYN.LE00.FE.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.LE00.MA.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.TFRT.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.POP.GROW","Data sources: Department of Statistics, St. Maarten; US census bureau",
"SXM","SP.POP.TOTL","Data sources : Department of Statistics, St. Maarten; US census bureau",
"SYC","IT.CEL.SETS.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development.",
"SYC","IT.MLT.MAIN.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development.",
"SYC","IT.NET.BBND.P2","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development.",
"SYC","IT.NET.USER.ZS","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development.",
"SYC","SP.DYN.LE00.FE.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.LE00.MA.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.TFRT.IN","Data sources : National Bureau of Statistics",
"SYC","SP.POP.GROW","Data sources: National Bureau of Statistics",
"SYC","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"SYR","IT.CEL.SETS.P2","Syrian Telecommunications Establishment (STE).",
"SYR","IT.MLT.MAIN.P2","Syrian Telecommunications Establishment (STE).",
"SYR","IT.NET.BBND.P2","Syrian Telecommunications Establishment (STE).",
"SYR","IT.NET.USER.ZS","Syrian Telecommunications Establishment (STE).",
"SYR","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SYR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"SYR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TCA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TCA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TCD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TCD","IT.CEL.SETS.P2","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications.",
"TCD","IT.MLT.MAIN.P2","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications.",
"TCD","IT.NET.BBND.P2","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications.",
"TCD","IT.NET.USER.ZS","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications.",
"TCD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TGO","IT.CEL.SETS.P2","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P).",
"TGO","IT.MLT.MAIN.P2","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P).",
"TGO","IT.NET.BBND.P2","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P).",
"TGO","IT.NET.USER.ZS","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P).",
"TGO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TGO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"THA","IT.CEL.SETS.P2","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT).",
"THA","IT.MLT.MAIN.P2","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT).",
"THA","IT.NET.BBND.P2","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT).",
"THA","IT.NET.USER.ZS","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT).",
"THA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"THA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"THA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TJK","IT.CEL.SETS.P2","Ministry of Communications. From 2003: Tajiktelecom.",
"TJK","IT.MLT.MAIN.P2","Ministry of Communications. From 2003: Tajiktelecom.",
"TJK","IT.NET.BBND.P2","Ministry of Communications. From 2003: Tajiktelecom.",
"TJK","IT.NET.USER.ZS","Ministry of Communications. From 2003: Tajiktelecom.",
"TJK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TJK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TKM","IT.CEL.SETS.P2","Ministry of Communications.",
"TKM","IT.MLT.MAIN.P2","Ministry of Communications.",
"TKM","IT.NET.BBND.P2","Ministry of Communications.",
"TKM","IT.NET.USER.ZS","Ministry of Communications.",
"TKM","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
